41.66267,-91.54838
41.66269,-91.54833
41.66273,-91.54829
41.66276,-91.54822
41.66284,-91.54797
41.66295,-91.54765
41.66305,-91.54736
41.66312,-91.54714
41.66319,-91.54686
41.66324,-91.54657
41.66328,-91.54628
41.66331,-91.546
41.66332,-91.5457
41.66333,-91.54544
41.66332,-91.54539
41.66331,-91.54533
41.66329,-91.54528
41.66328,-91.54522
41.66328,-91.5451099
41.66328,-91.5450199
41.6633,-91.54495
41.66331,-91.54489
41.66331,-91.54481
41.6633,-91.54449
41.66329,-91.54424
41.66328,-91.54405
41.66326,-91.54391
41.66321,-91.54379
41.66316,-91.54371
41.6630899,-91.54365
41.6629999,-91.54359
41.6629,-91.54357
41.6628,-91.54358
41.66266,-91.5436
41.66249,-91.5436299
41.66223,-91.54367
41.66195,-91.54371
41.66179,-91.5437199
41.6616799,-91.5437
41.66154,-91.5436
41.66143,-91.54345
41.66132,-91.54326
41.66127,-91.5431
41.66122,-91.5429599
41.6612,-91.5427799
41.66119,-91.5425
41.6612,-91.54227
41.6612099,-91.54221
41.66124,-91.54215
41.66129,-91.5421099
41.66136,-91.54209
41.66145,-91.54207
41.66183,-91.54197
41.66217,-91.54192
41.66252,-91.5418399
41.6633,-91.5416
41.66398,-91.54139
41.66445,-91.54123
41.66475,-91.5411
41.66505,-91.54094
41.66533,-91.5408099
41.66567,-91.5406299
41.66578,-91.54059
41.66588,-91.54056
41.66626,-91.54052
41.66662,-91.54047
41.66769,-91.54031
41.66775,-91.54029
41.6677899,-91.54024
41.6678,-91.54017
41.6678,-91.54007
41.66782,-91.53989
41.66786,-91.53972
41.66792,-91.53955
41.6679699,-91.53939
41.66804,-91.5393
41.6681,-91.53926
41.66819,-91.53923
41.66863,-91.53921
41.6694699,-91.53921
41.66977,-91.5391999
41.6698499,-91.5391999
41.6699,-91.53918
41.6699399,-91.53915
41.66995,-91.5391
41.66995,-91.53896
41.66995,-91.53876
41.6699569,-91.538341
41.669967,-91.538271
41.669997,-91.538231
41.670057,-91.538211
41.670357,-91.538211
41.671067,-91.538201
41.671227,-91.538201
41.671277,-91.538181
41.671317,-91.538141
41.671327,-91.538061
41.67131,-91.53676
41.67132,-91.53638
41.67134,-91.5361
41.67137,-91.53586
41.6714,-91.5357
41.67141,-91.53557
41.6714399,-91.53541
41.67146,-91.53525
41.67147,-91.53502
41.67147,-91.53469
41.67147,-91.53419
41.67146,-91.53374
41.67147,-91.53337
41.67147,-91.53322
41.67146,-91.5331099
41.6714399,-91.53303
41.67141,-91.53298
41.67139,-91.53295
41.6713499,-91.5329299
41.6713,-91.5329299
41.67099,-91.53297
41.67027,-91.53303
41.66958,-91.53305
41.66905,-91.53306
41.66813,-91.53308
41.66807,-91.53309
41.66804,-91.53312
41.66802,-91.53316
41.66801,-91.53322
41.66802,-91.53345
41.66802,-91.53386
41.66802,-91.53442
41.66801,-91.53448
41.66798,-91.53452
41.66794,-91.53456
41.66789,-91.53456
41.66693,-91.53458
41.6659099,-91.5346
41.6647,-91.5346
41.6636,-91.53462
41.6626199,-91.53464
41.66195,-91.53466
41.66125,-91.53467
41.66077,-91.53469
41.66059,-91.53468
41.66037,-91.53469
41.66027,-91.53469
41.66021,-91.53473
41.66019,-91.53478
41.66017,-91.53485
41.6601799,-91.53553
41.6601799,-91.53569
41.6601799,-91.53583
41.66017,-91.5359
41.66016,-91.53601
41.66015,-91.5361099
41.66015,-91.53753
41.66014,-91.5376299
41.6600899,-91.5377
41.66004,-91.53773
41.65997,-91.53775
41.65954,-91.53775
41.65921,-91.53775
41.65886,-91.53775
41.65841,-91.53775
41.65806,-91.53776
41.65801,-91.53777
41.65798,-91.5378
41.65796,-91.53786
41.65795,-91.53792
41.65796,-91.53876
41.65798,-91.53945
41.65799,-91.53963
41.6580299,-91.53984
41.65809,-91.54009
41.65813,-91.54036
41.65816,-91.54077
41.65818,-91.54138
41.65819,-91.54172
41.65818,-91.54201
41.65819,-91.54215
41.65822,-91.54232
41.65826,-91.5425099
41.65832,-91.54283
41.65839,-91.54319
41.65846,-91.54371
41.65854,-91.54471
41.65856,-91.54497
41.6585899,-91.54532
41.65858,-91.54543
41.65856,-91.5455099
41.65852,-91.5455999
41.65844,-91.5457
41.65837,-91.5457799
41.65829,-91.54585
41.65823,-91.54591
41.65815,-91.54595
41.65807,-91.546
41.65797,-91.54602
41.65786,-91.54603
41.65703,-91.5460499
41.65697,-91.54606
41.65693,-91.5461
41.65691,-91.54615
41.6569,-91.54623
41.6569,-91.54655
41.65691,-91.54737
41.65691,-91.54806
41.65692,-91.54893
41.65694,-91.54903
41.65695,-91.54914
41.65696,-91.54968
41.65697,-91.54975
41.65699,-91.54982
41.65704,-91.54986
41.6571,-91.54988
41.65741,-91.54987
41.65818,-91.54985
41.65847,-91.54985
41.6593,-91.54984
41.65936,-91.54986
41.6594,-91.54988
41.6594399,-91.54993
41.65946,-91.5499899
41.65948,-91.55006
41.65949,-91.55015
41.6595299,-91.55029
41.65956,-91.55042
41.65959,-91.55052
41.65961,-91.55063
41.65963,-91.55087
