41.65965,-91.55112
41.65966,-91.55131
41.65965,-91.55146
41.65961,-91.55161
41.6594229,-91.552171
41.659397,-91.5522809
41.65932,-91.552451
41.659447,-91.552682
41.660872,-91.553322
41.661676,-91.553188
41.66182,-91.55353
41.66187,-91.5536
41.66194,-91.55371
41.662,-91.55383
41.66205,-91.5539299
41.66209,-91.55405
41.66212,-91.55417
41.6621499,-91.55425
41.66218,-91.55428
41.66222,-91.55429
41.66229,-91.55428
41.6628,-91.55413
41.66288,-91.5541
41.66296,-91.55406
41.66302,-91.55403
41.6633,-91.5538399
41.66383,-91.5534799
41.66386,-91.55344
41.66389,-91.55338
41.66391,-91.55331
41.66391,-91.55323
41.66383,-91.55293
41.66377,-91.55265
41.66368,-91.55213
41.66352,-91.5512
41.66348,-91.55099
41.66339,-91.55051
41.66336,-91.5504
41.66331,-91.55029
41.66325,-91.55019
41.66319,-91.55009
41.66312,-91.55002
41.66296,-91.54986
41.66285,-91.54975
41.66272,-91.54961
41.6626,-91.54943
41.66255,-91.54933
41.6625,-91.54919
41.66249,-91.54905
41.6625,-91.54893
41.6625299,-91.54877
41.66255,-91.5487
41.66257,-91.54862
41.66259,-91.54856
41.66263,-91.54845
41.66264,-91.54841
41.66267,-91.54838
